"","year","gender","race","age_group","county","violent","property","f_drugoff","f_sexoff","f_allother","f_total","m_total","s_total"
"3792",2016,"Female","Black","Under 18","Placer County",0,1,1,0,1,3,5,0
"3793",2016,"Female","Black","Under 18","Plumas County",0,0,0,0,0,0,0,2
"3794",2016,"Female","Black","Under 18","Riverside County",10,5,0,0,2,17,74,5
"3795",2016,"Female","Black","Under 18","Sacramento County",23,20,1,1,13,58,138,25
"3796",2016,"Female","Black","Under 18","San Benito County",0,0,0,0,0,0,1,0
"3797",2016,"Female","Black","Under 18","San Bernardino County",50,23,0,6,16,95,159,135
"3798",2016,"Female","Black","Under 18","San Diego County",16,7,1,0,8,32,99,28
"3799",2016,"Female","Black","Under 18","San Francisco County",7,5,0,0,50,62,77,0
"3800",2016,"Female","Black","Under 18","San Joaquin County",21,8,2,1,16,48,158,1
"3801",2016,"Female","Black","Under 18","San Luis Obispo County",0,0,0,0,1,1,4,0
"3802",2016,"Female","Black","Under 18","San Mateo County",4,4,1,0,1,10,21,2
"3803",2016,"Female","Black","Under 18","Santa Barbara County",0,1,0,0,2,3,18,1
"3804",2016,"Female","Black","Under 18","Santa Clara County",12,8,1,2,4,27,62,0
"3805",2016,"Female","Black","Under 18","Santa Cruz County",0,2,0,0,0,2,6,0
"3806",2016,"Female","Black","Under 18","Shasta County",1,0,0,0,0,1,4,11
"3807",2016,"Female","Black","Under 18","Siskiyou County",1,0,0,0,0,1,0,0
"3808",2016,"Female","Black","Under 18","Solano County",16,13,1,1,8,39,133,1
"3809",2016,"Female","Black","Under 18","Sonoma County",0,4,0,0,1,5,15,0
"3810",2016,"Female","Black","Under 18","Stanislaus County",3,4,0,0,0,7,16,0
"3811",2016,"Female","Black","Under 18","Sutter County",1,0,0,0,0,1,3,1
"3812",2016,"Female","Black","Under 18","Tehama County",0,0,0,0,0,0,2,0
"3813",2016,"Female","Black","Under 18","Tulare County",2,0,0,0,2,4,14,2
"3814",2016,"Female","Black","Under 18","Tuolumne County",0,0,0,0,0,0,0,1
"3815",2016,"Female","Black","Under 18","Ventura County",9,1,1,0,1,12,20,34
"3816",2016,"Female","Black","Under 18","Yolo County",0,0,0,0,0,0,9,1
"3817",2016,"Female","Black","Under 18","Yuba County",0,1,0,0,0,1,3,0
"3818",2016,"Female","Black","18 to 19","Alameda County",21,26,5,1,17,70,216,0
"3819",2016,"Female","Black","18 to 19","Butte County",0,0,0,0,0,0,8,0
"3820",2016,"Female","Black","18 to 19","Colusa County",0,0,0,0,0,0,0,0
"3821",2016,"Female","Black","18 to 19","Contra Costa County",19,19,2,0,5,45,65,0
"3822",2016,"Female","Black","18 to 19","El Dorado County",0,0,0,0,0,0,1,0
"3823",2016,"Female","Black","18 to 19","Fresno County",8,2,0,0,6,16,39,0
"3824",2016,"Female","Black","18 to 19","Humboldt County",2,0,0,0,0,2,2,0
"3825",2016,"Female","Black","18 to 19","Imperial County",0,0,0,0,0,0,1,0
"3826",2016,"Female","Black","18 to 19","Kern County",7,4,0,0,3,14,47,0
"3827",2016,"Female","Black","18 to 19","Kings County",2,0,0,0,1,3,9,0
"3828",2016,"Female","Black","18 to 19","Los Angeles County",106,101,7,1,41,256,648,0
"3829",2016,"Female","Black","18 to 19","Madera County",0,0,0,0,0,0,4,0
"3830",2016,"Female","Black","18 to 19","Marin County",0,4,0,0,1,5,6,0
"3831",2016,"Female","Black","18 to 19","Mariposa County",1,0,0,0,0,1,0,0
"3832",2016,"Female","Black","18 to 19","Mendocino County",0,0,0,0,0,0,1,0
"3833",2016,"Female","Black","18 to 19","Merced County",0,0,0,0,0,0,4,0
"3834",2016,"Female","Black","18 to 19","Monterey County",4,2,0,0,2,8,12,0
"3835",2016,"Female","Black","18 to 19","Napa County",0,0,0,0,1,1,7,0
"3836",2016,"Female","Black","18 to 19","Orange County",11,13,0,0,3,27,61,0
"3837",2016,"Female","Black","18 to 19","Placer County",0,0,0,0,1,1,6,0
"3838",2016,"Female","Black","18 to 19","Plumas County",0,0,0,0,0,0,1,0
"3839",2016,"Female","Black","18 to 19","Riverside County",14,4,0,0,3,21,67,0
"3840",2016,"Female","Black","18 to 19","Sacramento County",34,17,1,0,12,64,82,0
"3841",2016,"Female","Black","18 to 19","San Bernardino County",24,26,3,0,10,63,102,0
"3842",2016,"Female","Black","18 to 19","San Diego County",23,6,0,0,7,36,101,0
"3843",2016,"Female","Black","18 to 19","San Francisco County",16,8,1,0,5,30,29,0
"3844",2016,"Female","Black","18 to 19","San Joaquin County",9,4,0,0,3,16,34,0
"3845",2016,"Female","Black","18 to 19","San Luis Obispo County",2,0,0,0,0,2,2,0
"3846",2016,"Female","Black","18 to 19","San Mateo County",4,7,0,0,5,16,27,0
"3847",2016,"Female","Black","18 to 19","Santa Barbara County",2,0,0,0,0,2,12,0
"3848",2016,"Female","Black","18 to 19","Santa Clara County",6,15,2,0,5,28,31,0
"3849",2016,"Female","Black","18 to 19","Santa Cruz County",1,0,0,0,0,1,3,0
"3850",2016,"Female","Black","18 to 19","Shasta County",1,1,0,0,0,2,1,0
"3851",2016,"Female","Black","18 to 19","Solano County",10,7,0,0,7,24,58,0
"3852",2016,"Female","Black","18 to 19","Sonoma County",0,4,0,0,1,5,9,0
"3853",2016,"Female","Black","18 to 19","Stanislaus County",1,0,0,0,1,2,10,0
"3854",2016,"Female","Black","18 to 19","Sutter County",1,0,0,0,1,2,1,0
"3855",2016,"Female","Black","18 to 19","Tulare County",3,2,0,0,0,5,12,0
"3856",2016,"Female","Black","18 to 19","Tuolumne County",0,0,0,0,0,0,0,0
"3857",2016,"Female","Black","18 to 19","Ventura County",5,2,0,0,2,9,14,0
"3858",2016,"Female","Black","18 to 19","Yolo County",1,0,0,0,4,5,5,0
"3859",2016,"Female","Black","18 to 19","Yuba County",2,0,0,0,0,2,4,0
"3860",2016,"Female","Black","20 to 29","Alameda County",142,145,19,0,92,398,1263,0
"3861",2016,"Female","Black","20 to 29","Amador County",0,0,0,0,1,1,0,0
"3862",2016,"Female","Black","20 to 29","Butte County",9,3,0,0,1,13,48,0
"3863",2016,"Female","Black","20 to 29","Calaveras County",0,0,0,0,0,0,3,0
"3864",2016,"Female","Black","20 to 29","Colusa County",0,0,0,0,0,0,1,0
"3865",2016,"Female","Black","20 to 29","Contra Costa County",82,106,14,0,31,233,451,0
"3866",2016,"Female","Black","20 to 29","Del Norte County",0,0,0,0,0,0,1,0
"3867",2016,"Female","Black","20 to 29","El Dorado County",4,1,0,0,2,7,9,0
"3868",2016,"Female","Black","20 to 29","Fresno County",61,34,5,0,20,120,318,0
"3869",2016,"Female","Black","20 to 29","Glenn County",0,1,0,0,0,1,6,0
"3870",2016,"Female","Black","20 to 29","Humboldt County",6,0,0,0,3,9,11,0
"3871",2016,"Female","Black","20 to 29","Imperial County",0,1,1,0,6,8,16,0
"3872",2016,"Female","Black","20 to 29","Kern County",56,31,6,0,34,127,416,0
"3873",2016,"Female","Black","20 to 29","Kings County",13,3,0,0,9,25,43,0
"3874",2016,"Female","Black","20 to 29","Lake County",2,2,0,0,0,4,7,0
"3875",2016,"Female","Black","20 to 29","Lassen County",0,0,0,0,1,1,1,0
"3876",2016,"Female","Black","20 to 29","Los Angeles County",633,454,91,6,297,1481,4010,0
"3877",2016,"Female","Black","20 to 29","Madera County",4,0,0,0,1,5,7,0
"3878",2016,"Female","Black","20 to 29","Marin County",5,17,0,0,8,30,59,0
"3879",2016,"Female","Black","20 to 29","Mendocino County",1,0,0,0,0,1,2,0
"3880",2016,"Female","Black","20 to 29","Merced County",8,9,1,0,3,21,65,0
"3881",2016,"Female","Black","20 to 29","Monterey County",5,7,4,0,6,22,52,0
"3882",2016,"Female","Black","20 to 29","Napa County",2,7,0,0,6,15,46,0
"3883",2016,"Female","Black","20 to 29","Nevada County",0,1,0,0,0,1,10,0
"3884",2016,"Female","Black","20 to 29","Orange County",39,64,2,1,25,131,346,0
"3885",2016,"Female","Black","20 to 29","Placer County",4,13,1,0,3,21,33,0
"3886",2016,"Female","Black","20 to 29","Plumas County",0,0,0,0,0,0,1,0
"3887",2016,"Female","Black","20 to 29","Riverside County",116,42,9,1,23,191,399,0
"3888",2016,"Female","Black","20 to 29","Sacramento County",172,128,15,1,59,375,575,0
"3889",2016,"Female","Black","20 to 29","San Benito County",1,0,1,0,0,2,4,0
"3890",2016,"Female","Black","20 to 29","San Bernardino County",199,142,16,3,76,436,786,0
"3891",2016,"Female","Black","20 to 29","San Diego County",157,54,12,0,71,294,787,0
"3892",2016,"Female","Black","20 to 29","San Francisco County",71,50,16,0,54,191,220,0
"3893",2016,"Female","Black","20 to 29","San Joaquin County",79,22,3,0,23,127,176,0
"3894",2016,"Female","Black","20 to 29","San Luis Obispo County",1,7,0,0,3,11,23,0
"3895",2016,"Female","Black","20 to 29","San Mateo County",18,41,0,0,11,70,148,0
"3896",2016,"Female","Black","20 to 29","Santa Barbara County",7,2,1,0,3,13,71,0
"3897",2016,"Female","Black","20 to 29","Santa Clara County",39,39,4,1,21,104,236,0
"3898",2016,"Female","Black","20 to 29","Santa Cruz County",1,2,0,0,2,5,25,0
"3899",2016,"Female","Black","20 to 29","Shasta County",2,1,0,0,1,4,12,0
"3900",2016,"Female","Black","20 to 29","Siskiyou County",0,1,1,0,2,4,5,0
"3901",2016,"Female","Black","20 to 29","Solano County",58,30,5,2,27,122,326,0
"3902",2016,"Female","Black","20 to 29","Sonoma County",5,12,5,0,3,25,68,0
"3903",2016,"Female","Black","20 to 29","Stanislaus County",29,7,2,0,10,48,92,0
"3904",2016,"Female","Black","20 to 29","Sutter County",1,0,0,0,5,6,7,0
"3905",2016,"Female","Black","20 to 29","Tehama County",0,0,1,0,1,2,5,0
"3906",2016,"Female","Black","20 to 29","Tulare County",15,8,2,0,5,30,54,0
"3907",2016,"Female","Black","20 to 29","Tuolumne County",0,0,0,0,0,0,0,0
"3908",2016,"Female","Black","20 to 29","Ventura County",5,12,1,0,20,38,74,0
"3909",2016,"Female","Black","20 to 29","Yolo County",7,5,2,0,12,26,46,0
"3910",2016,"Female","Black","20 to 29","Yuba County",3,0,1,0,3,7,9,0
"3911",2016,"Female","Black","30 to 39","Alameda County",89,92,21,0,70,272,708,0
"3912",2016,"Female","Black","30 to 39","Amador County",1,1,0,0,2,4,5,0
"3913",2016,"Female","Black","30 to 39","Butte County",5,2,0,0,4,11,34,0
"3914",2016,"Female","Black","30 to 39","Calaveras County",1,1,0,0,0,2,3,0
"3915",2016,"Female","Black","30 to 39","Colusa County",0,0,0,0,0,0,2,0
"3916",2016,"Female","Black","30 to 39","Contra Costa County",45,63,11,1,40,160,291,0
"3917",2016,"Female","Black","30 to 39","Del Norte County",1,0,0,0,0,1,0,0
"3918",2016,"Female","Black","30 to 39","El Dorado County",1,1,0,0,2,4,6,0
"3919",2016,"Female","Black","30 to 39","Fresno County",32,20,1,0,14,67,250,0
"3920",2016,"Female","Black","30 to 39","Humboldt County",2,0,0,0,0,2,5,0
"3921",2016,"Female","Black","30 to 39","Imperial County",0,1,2,0,1,4,10,0
"3922",2016,"Female","Black","30 to 39","Kern County",28,12,1,0,21,62,283,0
"3923",2016,"Female","Black","30 to 39","Kings County",4,5,1,0,4,14,31,0
"3924",2016,"Female","Black","30 to 39","Lake County",0,0,0,0,1,1,5,0
"3925",2016,"Female","Black","30 to 39","Los Angeles County",396,254,60,1,180,891,2208,0
"3926",2016,"Female","Black","30 to 39","Madera County",8,0,3,0,1,12,11,0
"3927",2016,"Female","Black","30 to 39","Marin County",2,9,0,0,3,14,44,0
"3928",2016,"Female","Black","30 to 39","Mendocino County",2,0,0,0,0,2,7,0
"3929",2016,"Female","Black","30 to 39","Merced County",6,4,1,0,1,12,54,0
"3930",2016,"Female","Black","30 to 39","Modoc County",0,0,0,0,0,0,1,0
"3931",2016,"Female","Black","30 to 39","Monterey County",3,8,1,0,3,15,58,0
"3932",2016,"Female","Black","30 to 39","Napa County",0,2,0,0,5,7,37,0
"3933",2016,"Female","Black","30 to 39","Nevada County",0,0,0,0,0,0,1,0
"3934",2016,"Female","Black","30 to 39","Orange County",17,18,3,0,4,42,145,0
"3935",2016,"Female","Black","30 to 39","Placer County",3,8,2,0,6,19,27,0
"3936",2016,"Female","Black","30 to 39","Riverside County",57,23,5,0,26,111,252,0
"3937",2016,"Female","Black","30 to 39","Sacramento County",87,86,12,1,49,235,386,0
"3938",2016,"Female","Black","30 to 39","San Benito County",0,0,0,0,0,0,1,0
"3939",2016,"Female","Black","30 to 39","San Bernardino County",160,87,14,2,45,308,491,0
"3940",2016,"Female","Black","30 to 39","San Diego County",82,34,12,0,50,178,480,0
"3941",2016,"Female","Black","30 to 39","San Francisco County",47,32,9,0,56,144,194,0
"3942",2016,"Female","Black","30 to 39","San Joaquin County",30,25,1,0,15,71,147,0
"3943",2016,"Female","Black","30 to 39","San Luis Obispo County",0,2,1,0,1,4,14,0
"3944",2016,"Female","Black","30 to 39","San Mateo County",5,16,1,0,8,30,119,0
"3945",2016,"Female","Black","30 to 39","Santa Barbara County",3,4,2,0,3,12,32,0
"3946",2016,"Female","Black","30 to 39","Santa Clara County",20,24,5,0,13,62,167,0
"3947",2016,"Female","Black","30 to 39","Santa Cruz County",0,1,0,0,2,3,13,0
"3948",2016,"Female","Black","30 to 39","Shasta County",4,0,0,0,2,6,32,0
"3949",2016,"Female","Black","30 to 39","Siskiyou County",1,0,0,0,1,2,1,0
"3950",2016,"Female","Black","30 to 39","Solano County",35,33,5,0,23,96,247,0
"3951",2016,"Female","Black","30 to 39","Sonoma County",7,6,0,0,4,17,44,0
"3952",2016,"Female","Black","30 to 39","Stanislaus County",22,15,10,0,13,60,80,0
"3953",2016,"Female","Black","30 to 39","Sutter County",1,0,1,0,0,2,6,0
"3954",2016,"Female","Black","30 to 39","Tehama County",0,0,0,0,1,1,2,0
"3955",2016,"Female","Black","30 to 39","Tulare County",6,4,1,0,5,16,39,0
"3956",2016,"Female","Black","30 to 39","Tuolumne County",0,2,0,0,2,4,1,0
"3957",2016,"Female","Black","30 to 39","Ventura County",6,1,2,0,6,15,79,0
"3958",2016,"Female","Black","30 to 39","Yolo County",4,5,2,1,5,17,55,0
"3959",2016,"Female","Black","30 to 39","Yuba County",2,0,0,0,1,3,12,0
"3960",2016,"Female","Black","40 to 69","Alameda County",97,54,24,0,58,233,784,0
"3961",2016,"Female","Black","40 to 69","Amador County",0,1,0,0,1,2,1,0
"3962",2016,"Female","Black","40 to 69","Butte County",2,1,0,0,0,3,7,0
"3963",2016,"Female","Black","40 to 69","Colusa County",0,0,0,0,0,0,2,0
"3964",2016,"Female","Black","40 to 69","Contra Costa County",55,50,11,0,32,148,300,0
"3965",2016,"Female","Black","40 to 69","El Dorado County",0,0,1,0,2,3,7,0
"3966",2016,"Female","Black","40 to 69","Fresno County",35,14,1,0,18,68,213,0
"3967",2016,"Female","Black","40 to 69","Glenn County",0,1,0,0,0,1,1,0
"3968",2016,"Female","Black","40 to 69","Humboldt County",0,0,0,0,0,0,5,0
"3969",2016,"Female","Black","40 to 69","Imperial County",2,0,3,0,3,8,12,0
"3970",2016,"Female","Black","40 to 69","Inyo County",0,0,0,0,0,0,1,0
"3971",2016,"Female","Black","40 to 69","Kern County",27,8,2,0,11,48,255,0
"3972",2016,"Female","Black","40 to 69","Kings County",4,4,1,0,4,13,35,0
"3973",2016,"Female","Black","40 to 69","Lake County",0,0,0,0,1,1,4,0
"3974",2016,"Female","Black","40 to 69","Lassen County",1,0,0,0,0,1,0,0
"3975",2016,"Female","Black","40 to 69","Los Angeles County",485,133,122,0,130,870,2911,0
"3976",2016,"Female","Black","40 to 69","Madera County",2,1,1,0,0,4,8,0
"3977",2016,"Female","Black","40 to 69","Marin County",6,4,0,0,1,11,48,0
"3978",2016,"Female","Black","40 to 69","Mariposa County",0,0,0,0,0,0,1,0
"3979",2016,"Female","Black","40 to 69","Mendocino County",2,0,0,0,0,2,3,0
"3980",2016,"Female","Black","40 to 69","Merced County",13,3,2,0,1,19,49,0
"3981",2016,"Female","Black","40 to 69","Monterey County",1,4,4,0,5,14,66,0
"3982",2016,"Female","Black","40 to 69","Napa County",1,3,0,0,5,9,20,0
"3983",2016,"Female","Black","40 to 69","Nevada County",0,0,0,0,0,0,1,0
"3984",2016,"Female","Black","40 to 69","Orange County",13,16,2,0,5,36,180,0
"3985",2016,"Female","Black","40 to 69","Placer County",4,3,1,0,3,11,19,0
"3986",2016,"Female","Black","40 to 69","Plumas County",1,0,0,0,0,1,0,0
"3987",2016,"Female","Black","40 to 69","Riverside County",41,26,7,0,17,91,334,0
"3988",2016,"Female","Black","40 to 69","Sacramento County",108,38,12,0,21,179,456,0
"3989",2016,"Female","Black","40 to 69","San Benito County",0,0,0,0,0,0,0,0
"3990",2016,"Female","Black","40 to 69","San Bernardino County",93,59,8,1,36,197,489,0
"3991",2016,"Female","Black","40 to 69","San Diego County",92,38,12,0,74,216,727,0
"3992",2016,"Female","Black","40 to 69","San Francisco County",50,16,12,0,34,112,253,0
"3993",2016,"Female","Black","40 to 69","San Joaquin County",42,10,2,0,12,66,143,0
"3994",2016,"Female","Black","40 to 69","San Luis Obispo County",1,0,1,0,1,3,11,0
"3995",2016,"Female","Black","40 to 69","San Mateo County",9,11,2,0,11,33,180,0
"3996",2016,"Female","Black","40 to 69","Santa Barbara County",8,2,1,0,5,16,48,0
"3997",2016,"Female","Black","40 to 69","Santa Clara County",10,19,0,0,15,44,127,0
"3998",2016,"Female","Black","40 to 69","Santa Cruz County",0,0,0,0,0,0,10,0
"3999",2016,"Female","Black","40 to 69","Shasta County",1,0,0,0,0,1,7,0
"4000",2016,"Female","Black","40 to 69","Siskiyou County",0,0,0,0,0,0,4,0
"4001",2016,"Female","Black","40 to 69","Solano County",40,9,4,0,14,67,244,0
"4002",2016,"Female","Black","40 to 69","Sonoma County",3,3,0,0,3,9,45,0
"4003",2016,"Female","Black","40 to 69","Stanislaus County",15,6,4,0,3,28,67,0
"4004",2016,"Female","Black","40 to 69","Sutter County",2,0,0,0,2,4,11,0
"4005",2016,"Female","Black","40 to 69","Tehama County",0,0,0,0,0,0,3,0
"4006",2016,"Female","Black","40 to 69","Tulare County",11,1,1,0,3,16,37,0
"4007",2016,"Female","Black","40 to 69","Tuolumne County",1,0,0,0,1,2,2,0
"4008",2016,"Female","Black","40 to 69","Ventura County",2,8,0,0,3,13,76,0
"4009",2016,"Female","Black","40 to 69","Yolo County",8,2,3,0,0,13,49,0
"4010",2016,"Female","Black","40 to 69","Yuba County",2,0,1,0,2,5,10,0
"4011",2016,"Female","Black","70 and over","Alameda County",2,1,0,0,0,3,9,0
"4012",2016,"Female","Black","70 and over","Contra Costa County",0,0,0,0,0,0,3,0
"4013",2016,"Female","Black","70 and over","Fresno County",0,0,0,0,0,0,0,0
"4014",2016,"Female","Black","70 and over","Kern County",0,0,0,0,0,0,3,0
"4015",2016,"Female","Black","70 and over","Lake County",0,0,0,0,0,0,1,0
"4016",2016,"Female","Black","70 and over","Los Angeles County",5,0,0,0,2,7,16,0
"4017",2016,"Female","Black","70 and over","Madera County",0,0,0,0,0,0,0,0
"4018",2016,"Female","Black","70 and over","Orange County",0,0,0,0,0,0,2,0
"4019",2016,"Female","Black","70 and over","Riverside County",0,0,0,0,1,1,2,0
"4020",2016,"Female","Black","70 and over","Sacramento County",2,0,0,0,0,2,4,0
"4021",2016,"Female","Black","70 and over","San Bernardino County",3,0,0,0,0,3,0,0
"4022",2016,"Female","Black","70 and over","San Diego County",0,0,0,0,0,0,6,0
"4023",2016,"Female","Black","70 and over","San Francisco County",1,0,0,0,0,1,1,0
"4024",2016,"Female","Black","70 and over","San Joaquin County",0,0,0,0,0,0,1,0
"4025",2016,"Female","Black","70 and over","San Mateo County",0,0,0,0,0,0,19,0
"4026",2016,"Female","Black","70 and over","Santa Barbara County",0,0,0,0,0,0,1,0
"4027",2016,"Female","Black","70 and over","Santa Cruz County",0,0,0,0,0,0,1,0
"4028",2016,"Female","Black","70 and over","Sonoma County",0,0,0,0,0,0,1,0
"4029",2016,"Female","Black","70 and over","Stanislaus County",0,0,0,0,0,0,1,0
"4030",2016,"Female","Black","70 and over","Yolo County",0,0,0,0,0,0,1,0
"4031",2016,"Female","Hispanic","Under 18","Alameda County",6,9,2,1,4,22,65,9
"4032",2016,"Female","Hispanic","Under 18","Amador County",0,0,0,0,0,0,0,0
"4033",2016,"Female","Hispanic","Under 18","Butte County",1,0,0,0,1,2,16,0
"4034",2016,"Female","Hispanic","Under 18","Calaveras County",0,0,0,0,0,0,6,0
"4035",2016,"Female","Hispanic","Under 18","Colusa County",0,0,0,0,0,0,3,0
"4036",2016,"Female","Hispanic","Under 18","Contra Costa County",13,6,2,0,4,25,61,0
"4037",2016,"Female","Hispanic","Under 18","El Dorado County",2,0,1,0,0,3,15,0
"4038",2016,"Female","Hispanic","Under 18","Fresno County",33,21,3,0,4,61,348,10
"4039",2016,"Female","Hispanic","Under 18","Glenn County",1,0,0,0,0,1,5,0
"4040",2016,"Female","Hispanic","Under 18","Humboldt County",1,0,0,0,0,1,1,0
"4041",2016,"Female","Hispanic","Under 18","Imperial County",3,1,1,0,1,6,33,1
"4042",2016,"Female","Hispanic","Under 18","Kern County",11,16,3,0,8,38,140,156
"4043",2016,"Female","Hispanic","Under 18","Kings County",3,7,2,4,4,20,78,67
"4044",2016,"Female","Hispanic","Under 18","Lake County",1,0,0,0,2,3,5,0
"4045",2016,"Female","Hispanic","Under 18","Los Angeles County",160,126,24,4,57,371,1128,178
"4046",2016,"Female","Hispanic","Under 18","Madera County",4,0,1,1,2,8,64,1
"4047",2016,"Female","Hispanic","Under 18","Marin County",2,11,0,0,2,15,69,42
"4048",2016,"Female","Hispanic","Under 18","Mendocino County",4,0,0,0,3,7,8,0
"4049",2016,"Female","Hispanic","Under 18","Merced County",6,10,2,1,10,29,62,126
"4050",2016,"Female","Hispanic","Under 18","Mono County",0,0,0,0,0,0,1,0
"4051",2016,"Female","Hispanic","Under 18","Monterey County",16,11,0,2,10,39,169,21
"4052",2016,"Female","Hispanic","Under 18","Napa County",3,3,0,0,3,9,15,3
"4053",2016,"Female","Hispanic","Under 18","Nevada County",2,1,0,0,0,3,6,3
"4054",2016,"Female","Hispanic","Under 18","Orange County",53,35,15,3,22,128,416,174
"4055",2016,"Female","Hispanic","Under 18","Placer County",1,1,0,0,0,2,19,0
"4056",2016,"Female","Hispanic","Under 18","Riverside County",25,16,5,0,18,64,287,26
"4057",2016,"Female","Hispanic","Under 18","Sacramento County",11,2,1,0,4,18,69,4
"4058",2016,"Female","Hispanic","Under 18","San Benito County",1,1,0,0,1,3,27,2
"4059",2016,"Female","Hispanic","Under 18","San Bernardino County",38,30,9,17,16,110,310,200
"4060",2016,"Female","Hispanic","Under 18","San Diego County",44,27,13,1,25,110,571,150
"4061",2016,"Female","Hispanic","Under 18","San Joaquin County",14,17,2,2,8,43,107,0
"4062",2016,"Female","Hispanic","Under 18","San Luis Obispo County",2,0,0,0,0,2,33,0
"4063",2016,"Female","Hispanic","Under 18","San Mateo County",14,2,1,0,3,20,111,7
"4064",2016,"Female","Hispanic","Under 18","Santa Barbara County",26,12,5,1,9,53,284,15
"4065",2016,"Female","Hispanic","Under 18","Santa Clara County",21,47,6,4,5,83,292,24
"4066",2016,"Female","Hispanic","Under 18","Santa Cruz County",8,6,1,0,2,17,68,3
"4067",2016,"Female","Hispanic","Under 18","Shasta County",1,0,0,0,0,1,4,8
"4068",2016,"Female","Hispanic","Under 18","Siskiyou County",1,2,0,0,0,3,0,0
"4069",2016,"Female","Hispanic","Under 18","Solano County",8,4,1,2,2,17,66,5
"4070",2016,"Female","Hispanic","Under 18","Sonoma County",4,7,1,0,2,14,76,1
"4071",2016,"Female","Hispanic","Under 18","Stanislaus County",14,16,4,0,6,40,90,5
"4072",2016,"Female","Hispanic","Under 18","Sutter County",0,3,0,0,4,7,28,10
"4073",2016,"Female","Hispanic","Under 18","Tehama County",0,0,0,0,2,2,11,0
"4074",2016,"Female","Hispanic","Under 18","Tulare County",15,16,6,0,14,51,275,117
"4075",2016,"Female","Hispanic","Under 18","Tuolumne County",0,0,0,0,0,0,1,4
"4076",2016,"Female","Hispanic","Under 18","Ventura County",21,21,2,1,12,57,297,235
"4077",2016,"Female","Hispanic","Under 18","Yolo County",10,10,2,0,8,30,33,6
"4078",2016,"Female","Hispanic","Under 18","Yuba County",0,0,0,0,0,0,5,0
"4079",2016,"Female","Hispanic","18 to 19","Alameda County",11,16,1,0,6,34,101,0
"4080",2016,"Female","Hispanic","18 to 19","Amador County",0,0,0,0,1,1,1,0
"4081",2016,"Female","Hispanic","18 to 19","Butte County",1,2,0,0,0,3,25,0
"4082",2016,"Female","Hispanic","18 to 19","Calaveras County",0,0,0,0,0,0,0,0
"4083",2016,"Female","Hispanic","18 to 19","Colusa County",0,0,0,0,0,0,4,0
"4084",2016,"Female","Hispanic","18 to 19","Contra Costa County",12,7,0,0,9,28,45,0
"4085",2016,"Female","Hispanic","18 to 19","El Dorado County",0,0,0,0,1,1,2,0
"4086",2016,"Female","Hispanic","18 to 19","Fresno County",25,6,2,0,8,41,165,0
"4087",2016,"Female","Hispanic","18 to 19","Glenn County",2,0,0,0,0,2,2,0
"4088",2016,"Female","Hispanic","18 to 19","Humboldt County",0,1,1,0,0,2,4,0
"4089",2016,"Female","Hispanic","18 to 19","Imperial County",0,2,4,0,1,7,35,0
"4090",2016,"Female","Hispanic","18 to 19","Inyo County",0,0,0,0,0,0,0,0
"4091",2016,"Female","Hispanic","18 to 19","Kern County",19,12,4,0,13,48,91,0
"4092",2016,"Female","Hispanic","18 to 19","Kings County",5,3,1,1,1,11,42,0
"4093",2016,"Female","Hispanic","18 to 19","Lake County",1,0,0,0,0,1,3,0
"4094",2016,"Female","Hispanic","18 to 19","Los Angeles County",174,182,26,2,77,461,1097,0
"4095",2016,"Female","Hispanic","18 to 19","Madera County",1,1,1,0,0,3,7,0
"4096",2016,"Female","Hispanic","18 to 19","Marin County",2,4,0,0,0,6,8,0
"4097",2016,"Female","Hispanic","18 to 19","Mariposa County",0,0,1,0,0,1,0,0
"4098",2016,"Female","Hispanic","18 to 19","Mendocino County",1,1,1,0,1,4,8,0
"4099",2016,"Female","Hispanic","18 to 19","Merced County",3,4,1,0,6,14,26,0
"4100",2016,"Female","Hispanic","18 to 19","Monterey County",9,9,1,0,4,23,53,0
"4101",2016,"Female","Hispanic","18 to 19","Napa County",2,1,0,0,1,4,12,0
"4102",2016,"Female","Hispanic","18 to 19","Nevada County",1,0,0,0,0,1,1,0
"4103",2016,"Female","Hispanic","18 to 19","Orange County",42,40,11,0,24,117,279,0
"4104",2016,"Female","Hispanic","18 to 19","Placer County",0,0,0,0,0,0,10,0
"4105",2016,"Female","Hispanic","18 to 19","Riverside County",26,23,4,0,10,63,196,0
"4106",2016,"Female","Hispanic","18 to 19","Sacramento County",8,2,3,0,1,14,54,0
"4107",2016,"Female","Hispanic","18 to 19","San Benito County",5,0,0,0,0,5,13,0
"4108",2016,"Female","Hispanic","18 to 19","San Bernardino County",36,30,5,2,23,96,249,0
"4109",2016,"Female","Hispanic","18 to 19","San Diego County",44,16,10,0,18,88,235,0
"4110",2016,"Female","Hispanic","18 to 19","San Francisco County",0,1,0,0,0,1,4,0
"4111",2016,"Female","Hispanic","18 to 19","San Joaquin County",11,3,1,0,3,18,59,0
"4112",2016,"Female","Hispanic","18 to 19","San Luis Obispo County",1,0,0,0,1,2,31,0
"4113",2016,"Female","Hispanic","18 to 19","San Mateo County",5,10,2,0,1,18,67,0
"4114",2016,"Female","Hispanic","18 to 19","Santa Barbara County",9,5,3,0,3,20,122,0
"4115",2016,"Female","Hispanic","18 to 19","Santa Clara County",17,26,3,1,20,67,121,0
